"発電所コード","エリア","発電所名","ユニット名","発電方式・燃種","対象日","00:30[kWh]","01:00[kWh]","01:30[kWh]","02:00[kWh]","02:30[kWh]","03:00[kWh]","03:30[kWh]","04:00[kWh]","04:30[kWh]","05:00[kWh]","05:30[kWh]","06:00[kWh]","06:30[kWh]","07:00[kWh]","07:30[kWh]","08:00[kWh]","08:30[kWh]","09:00[kWh]","09:30[kWh]","10:00[kWh]","10:30[kWh]","11:00[kWh]","11:30[kWh]","12:00[kWh]","12:30[kWh]","13:00[kWh]","13:30[kWh]","14:00[kWh]","14:30[kWh]","15:00[kWh]","15:30[kWh]","16:00[kWh]","16:30[kWh]","17:00[kWh]","17:30[kWh]","18:00[kWh]","18:30[kWh]","19:00[kWh]","19:30[kWh]","20:00[kWh]","20:30[kWh]","21:00[kWh]","21:30[kWh]","22:00[kWh]","22:30[kWh]","23:00[kWh]","23:30[kWh]","24:00[kWh]","日量[kWh]","更新日時"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/06/19","9000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","9000","22000","50000","50000","51000","51000","50000","50000","51000","50000","51000","50000","51000","50000","51000","50000","50000","50000","50000","50000","51000","50000","51000","50000","51000","50000","50000","50000","50000","50000","51000","50000","50000","50000","51000","50000","51000","1902000","2025/06/20 15:30:03"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/06/20","50800","51200","51600","51200","51200","51200","51600","51200","51200","51600","51200","51200","51600","51200","51200","51600","51200","51200","51200","51200","51200","51200","51200","51200","51200","51200","51600","51200","51200","51200","51200","51200","51600","51200","51200","51200","51600","51200","51200","51200","51200","51600","51200","50800","51200","51200","51200","51200","2460400","2025/06/21 15:30:10"
"4009330482","東京","鹿島発電所","単独","その他","2025/06/20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/06/21 15:30:10"
"42136","中部","四日市霞発電所","単独","その他","2025/06/20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/06/21 15:30:10"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/06/20","89478","89462","88553","88247","87868","88524","89159","89099","89051","88888","88207","88150","88215","88765","89424","89531","88973","89216","88491","87698","88407","88889","89723","90111","89136","87934","88684","88035","87268","87493","88996","88893","89315","89012","88781","88276","88287","89037","88860","89409","89211","88903","88554","88280","88203","88782","89134","89362","4259974","2025/06/21 15:30:10"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/06/20","3317","3376","3270","3191","3141","3109","3141","3068","3095","3208","3222","3205","3023","3045","3182","3012","2315","2221","2005","2507","2643","2555","2652","2774","2722","2303","2275","2553","3006","3075","3240","3241","3170","3014","2888","2956","2932","3028","2870","2999","2850","2835","2784","3050","2992","2548","2643","2891","139142","2025/06/21 15:30:10"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/06/20","54000","46000","40000","41000","41000","40000","41000","41000","40000","41000","40000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","41000","40000","30000","29000","30000","30000","30000","30000","31000","30000","30000","30000","30000","30000","34000","41000","41000","40000","41000","40000","41000","41000","40000","41000","41000","40000","1834000","2025/06/21 15:30:10"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/06/20","50000","51000","50000","50000","50000","51000","50000","51000","50000","50000","50000","50000","50000","51000","50000","51000","50000","50000","50000","50000","50000","51000","50000","51000","52000","52000","53000","53000","53000","52000","50000","50000","50000","50000","50000","51000","50000","50000","50000","50000","50000","50000","50000","50000","50000","51000","32000","9000","2365000","2025/06/21 15:30:10"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/06/21","51200","51200","51200","51200","51200","51200","51200","51200","51200","51600","51200","51200","51200","51200","51600","51200","51200","51600","51200","51200","51200","51200","51200","51200","51600","51200","51200","51200","51200","51200","51200","51200","51200","51600","51200","51200","51600","51200","51200","51600","51200","50800","51200","51200","51600","50800","51200","51200","2460000","2025/06/22 15:30:04"
"4009330482","東京","鹿島発電所","単独","その他","2025/06/21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/06/22 15:30:04"
"42136","中部","四日市霞発電所","単独","その他","2025/06/21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/06/22 15:30:04"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/06/21","89064","88868","88410","87973","87369","88169","88958","89279","89056","88927","88790","88331","88287","88820","89533","89123","88481","88374","87281","87112","87672","88345","88873","88618","88286","88211","87145","86988","87472","87954","88886","88716","87986","88049","87792","87278","87139","87850","88616","88330","88026","87857","87716","87083","86880","87371","88662","88295","4232301","2025/06/22 15:30:04"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/06/21","3267","3204","3261","3316","3273","3256","3068","3050","3043","3038","3102","3170","3187","3161","2971","2706","2485","2608","3222","2700","2346","2637","2709","2558","2775","2784","2970","2399","2610","2707","3150","3197","3276","3231","3258","3114","3277","3139","3391","3370","3403","3381","3399","3293","3297","3481","3335","3418","146993","2025/06/22 15:30:04"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/06/21","41000","40000","41000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","40000","41000","1950000","2025/06/22 15:30:04"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/06/21","9000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","9000","10000","10000","10000","10000","10000","10000","10000","11000","10000","11000","10000","11000","10000","10000","10000","11000","10000","10000","10000","10000","10000","11000","10000","10000","10000","11000","10000","11000","10000","10000","485000","2025/06/22 15:30:04"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/06/22","51600","51200","50800","51600","51200","51600","51200","51600","51200","51200","51600","51200","51600","51200","51200","51200","51600","51200","51200","51200","51200","51200","51200","51200","51600","51200","50800","51200","50800","51200","50400","50800","50800","50800","50800","50400","50800","50400","51200","50800","51200","50800","50800","50800","51200","50800","51200","50800","2452800","2025/06/23 15:30:12"
"4009330482","東京","鹿島発電所","単独","その他","2025/06/22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/06/23 15:30:12"
"42136","中部","四日市霞発電所","単独","その他","2025/06/22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/06/23 15:30:12"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/06/22","87866","88027","87745","87249","80502","83965","87893","88068","88230","88464","87652","87555","86960","87649","88516","88571","88007","88024","86870","86989","87365","88346","88618","88163","88166","88104","87612","87209","87290","87600","88736","88500","88683","88276","88152","87976","87547","87029","88412","88551","88386","88077","87709","87410","87505","87520","88224","88362","4208330","2025/06/23 15:30:12"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/06/22","3297","3252","3308","3302","3220","3374","3225","3284","3288","2711","2755","3187","3545","3553","3484","3550","3635","3482","3190","3271","3251","3335","3276","3194","3188","3397","3332","3235","3246","3261","3240","3276","3169","3309","3337","3368","3325","3395","3396","3397","3073","2751","2693","3217","3302","3337","3466","3488","157167","2025/06/23 15:30:12"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/06/22","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","1950000","2025/06/23 15:30:12"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/06/22","10000","10000","10000","11000","10000","10000","10000","11000","10000","11000","10000","11000","10000","11000","10000","11000","10000","10000","10000","10000","11000","10000","10000","10000","10000","11000","10000","10000","10000","11000","10000","10000","10000","11000","10000","11000","10000","11000","10000","10000","10000","11000","10000","10000","10000","10000","10000","10000","493000","2025/06/23 15:30:12"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/06/23","51200","50800","51200","51200","50800","51200","50800","51200","51600","51200","51200","51200","51600","51200","51200","51200","51200","50400","50800","50400","50800","50800","50800","50400","50800","50800","50800","50800","50800","50800","50400","50800","50800","50800","50800","50800","50800","51200","51200","51200","51200","51200","51600","50800","51200","50800","51200","51200","2447200","2025/06/24 15:31:04"
"4009330482","東京","鹿島発電所","単独","その他","2025/06/23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/06/24 15:31:04"
"42136","中部","四日市霞発電所","単独","その他","2025/06/23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/06/24 15:31:04"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/06/23","88296","87917","87768","87218","87270","88229","88497","88433","87900","88204","87887","87562","87510","87681","87773","87197","87406","87506","86621","86340","86772","87859","87941","87342","87907","87178","86053","86046","86705","87262","87446","87664","88105","87099","86447","86229","86458","86605","86135","86929","87004","86630","86683","85965","85663","86342","87097","87472","4186253","2025/06/24 15:31:04"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/06/23","3399","3412","3427","3385","3238","3273","3269","3312","3298","3111","3082","3025","2756","2432","3350","2664","3003","2943","2731","2516","2426","1606","1673","2257","2762","2750","2810","3098","3036","3059","2988","2939","3077","3123","3126","3099","3177","3238","3044","2948","2855","3103","3078","3002","2997","3008","2887","3003","141795","2025/06/24 15:31:04"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/06/23","41000","40000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","40000","41000","41000","40000","41000","41000","40000","41000","41000","40000","41000","40000","41000","41000","1950000","2025/06/24 15:31:04"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/06/23","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","10000","11000","10000","11000","10000","10000","22000","47000","46000","46000","46000","46000","46000","45000","46000","45000","46000","45000","46000","46000","29000","9000","9000","10000","979000","2025/06/24 15:31:04"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/06/24","50800","51200","50800","51200","51200","50800","51200","51200","51200","51600","51200","51200","51600","51200","51200","51200","51200","51200","51200","51200","51200","51600","51200","51200","51200","51200","50800","50800","50800","50800","50800","51200","51200","51200","51200","51600","51200","51200","51200","51200","51600","51200","51200","51200","50800","51200","50400","50800","2454800","2025/06/25 15:30:09"
